datetime,Date,Time,Energy,Efficiency,Power,Average,Normalised,Temperature,Voltage,Energy Used,Power Used,
2014-05-03 23:55:00,2014-05-03,23:55,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,-,-,68.246kWh,"1,413W",
2014-05-03 23:50:00,2014-05-03,23:50,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,-,-,68.128kWh,"1,295W",
2014-05-03 23:45:00,2014-05-03,23:45,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,-,-,68.021kWh,"1,306W",
2014-05-03 23:40:00,2014-05-03,23:40,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,-,-,67.912kWh,"1,307W",
2014-05-03 23:35:00,2014-05-03,23:35,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,-,-,67.803kWh,"1,528W",
2014-05-03 23:30:00,2014-05-03,23:30,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,-,-,67.675kWh,"1,534W",
2014-05-03 23:25:00,2014-05-03,23:25,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,-,-,67.548kWh,"1,536W",
2014-05-03 23:20:00,2014-05-03,23:20,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,-,-,67.420kWh,"1,549W",
2014-05-03 23:15:00,2014-05-03,23:15,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,-,-,67.291kWh,"1,460W",
2014-05-03 23:10:00,2014-05-03,23:10,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,-,-,67.169kWh,"1,402W",
2014-05-03 23:05:00,2014-05-03,23:05,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,-,-,67.052kWh,"1,401W",
2014-05-03 23:00:00,2014-05-03,23:00,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,17.8C,-,66.935kWh,"1,293W",
2014-05-03 22:55:00,2014-05-03,22:55,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,18.0C,-,66.828kWh,"1,392W",
2014-05-03 22:50:00,2014-05-03,22:50,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,18.0C,-,66.712kWh,"1,400W",
2014-05-03 22:45:00,2014-05-03,22:45,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,18.0C,-,66.595kWh,"1,400W",
2014-05-03 22:40:00,2014-05-03,22:40,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,18.0C,-,66.478kWh,"1,479W",
2014-05-03 22:35:00,2014-05-03,22:35,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,18.0C,-,66.355kWh,"1,289W",
2014-05-03 22:30:00,2014-05-03,22:30,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,18.0C,-,66.248kWh,"1,275W",
2014-05-03 22:25:00,2014-05-03,22:25,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,17.8C,-,66.141kWh,"1,281W",
2014-05-03 22:20:00,2014-05-03,22:20,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,17.6C,-,66.035kWh,"1,275W",
2014-05-03 22:15:00,2014-05-03,22:15,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,17.8C,-,65.928kWh,"1,278W",
2014-05-03 22:10:00,2014-05-03,22:10,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,18.1C,-,65.822kWh,"1,280W",
2014-05-03 22:05:00,2014-05-03,22:05,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,17.8C,-,65.715kWh,"1,285W",
2014-05-03 22:00:00,2014-05-03,22:00,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,17.8C,-,65.608kWh,"1,317W",
2014-05-03 21:55:00,2014-05-03,21:55,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,18.0C,-,65.498kWh,"1,313W",
2014-05-03 21:50:00,2014-05-03,21:50,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,18.0C,-,65.389kWh,"2,221W",
2014-05-03 21:45:00,2014-05-03,21:45,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,18.0C,-,65.204kWh,"5,989W",
2014-05-03 21:40:00,2014-05-03,21:40,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,18.6C,-,64.705kWh,"2,696W",
2014-05-03 21:35:00,2014-05-03,21:35,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,19.4C,-,64.480kWh,"4,211W",
2014-05-03 21:30:00,2014-05-03,21:30,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,19.8C,-,64.129kWh,"4,173W",
2014-05-03 21:25:00,2014-05-03,21:25,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,19.8C,-,63.781kWh,"2,250W",
2014-05-03 21:20:00,2014-05-03,21:20,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,20.3C,-,63.594kWh,"2,267W",
2014-05-03 21:15:00,2014-05-03,21:15,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,20.1C,-,63.405kWh,"2,302W",
2014-05-03 21:10:00,2014-05-03,21:10,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,19.7C,-,63.213kWh,"2,271W",
2014-05-03 21:05:00,2014-05-03,21:05,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,20.0C,-,63.024kWh,"7,499W",
2014-05-03 21:00:00,2014-05-03,21:00,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,20.5C,-,62.399kWh,"8,385W",
2014-05-03 20:55:00,2014-05-03,20:55,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,20.3C,-,61.700kWh,"8,550W",
2014-05-03 20:50:00,2014-05-03,20:50,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,20.3C,-,60.988kWh,"9,026W",
2014-05-03 20:45:00,2014-05-03,20:45,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,20.3C,-,60.236kWh,"3,347W",
2014-05-03 20:40:00,2014-05-03,20:40,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,19.8C,-,59.957kWh,"4,879W",
2014-05-03 20:35:00,2014-05-03,20:35,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,20.2C,-,59.550kWh,"5,031W",
2014-05-03 20:30:00,2014-05-03,20:30,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,20.4C,-,59.131kWh,"7,033W",
2014-05-03 20:25:00,2014-05-03,20:25,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,20.8C,-,58.545kWh,"7,026W",
2014-05-03 20:20:00,2014-05-03,20:20,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,21.7C,-,57.959kWh,"7,032W",
2014-05-03 20:15:00,2014-05-03,20:15,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,21.7C,-,57.373kWh,"7,612W",
2014-05-03 20:10:00,2014-05-03,20:10,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,22.1C,-,56.739kWh,"6,355W",
2014-05-03 20:05:00,2014-05-03,20:05,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,22.3C,-,56.209kWh,"6,355W",
2014-05-03 20:00:00,2014-05-03,20:00,64.269kWh,4.529kWh/kW,0,0W,0.000kW/kW,22.6C,-,55.680kWh,"6,343W",
2014-05-03 19:55:00,2014-05-03,19:55,64.269kWh,4.529kWh/kW,4,0W,0.000kW/kW,22.6C,-,55.151kWh,"6,302W",
2014-05-03 19:50:00,2014-05-03,19:50,64.269kWh,4.529kWh/kW,61,60W,0.004kW/kW,22.6C,-,54.626kWh,"5,067W",
2014-05-03 19:45:00,2014-05-03,19:45,64.264kWh,4.529kWh/kW,173,168W,0.012kW/kW,23.0C,-,54.204kWh,"5,075W",
2014-05-03 19:40:00,2014-05-03,19:40,64.250kWh,4.528kWh/kW,245,240W,0.017kW/kW,23.6C,-,53.781kWh,"5,160W",
2014-05-03 19:35:00,2014-05-03,19:35,64.230kWh,4.526kWh/kW,285,288W,0.020kW/kW,24.0C,-,53.351kWh,"5,278W",
2014-05-03 19:30:00,2014-05-03,19:30,64.206kWh,4.525kWh/kW,327,324W,0.023kW/kW,23.8C,-,52.911kWh,"5,763W",
2014-05-03 19:25:00,2014-05-03,19:25,64.179kWh,4.523kWh/kW,389,384W,0.027kW/kW,24.0C,-,52.431kWh,"5,422W",
2014-05-03 19:20:00,2014-05-03,19:20,64.147kWh,4.521kWh/kW,448,444W,0.031kW/kW,24.4C,-,51.979kWh,"6,806W",
2014-05-03 19:15:00,2014-05-03,19:15,64.110kWh,4.518kWh/kW,519,516W,0.036kW/kW,24.5C,-,51.412kWh,"8,538W",
2014-05-03 19:10:00,2014-05-03,19:10,64.067kWh,4.515kWh/kW,616,612W,0.043kW/kW,25.0C,-,50.700kWh,"8,476W",
2014-05-03 19:05:00,2014-05-03,19:05,64.016kWh,4.511kWh/kW,726,732W,0.052kW/kW,25.6C,-,49.994kWh,"8,407W",
2014-05-03 19:00:00,2014-05-03,19:00,63.955kWh,4.507kWh/kW,781,780W,0.055kW/kW,25.7C,-,49.293kWh,"6,849W",
2014-05-03 18:55:00,2014-05-03,18:55,63.890kWh,4.502kWh/kW,867,864W,0.061kW/kW,26.0C,-,48.723kWh,"5,292W",
2014-05-03 18:50:00,2014-05-03,18:50,63.818kWh,4.497kWh/kW,946,948W,0.067kW/kW,26.0C,-,48.282kWh,"8,896W",
2014-05-03 18:45:00,2014-05-03,18:45,63.739kWh,4.492kWh/kW,1041,"1,044W",0.074kW/kW,26.0C,-,47.540kWh,"8,063W",
2014-05-03 18:40:00,2014-05-03,18:40,63.652kWh,4.486kWh/kW,1152,"1,152W",0.081kW/kW,26.2C,-,46.868kWh,"10,334W",
2014-05-03 18:35:00,2014-05-03,18:35,63.556kWh,4.479kWh/kW,1350,"1,344W",0.095kW/kW,26.6C,-,46.007kWh,"10,366W",
2014-05-03 18:30:00,2014-05-03,18:30,63.444kWh,4.471kWh/kW,1569,"1,572W",0.111kW/kW,27.0C,-,45.143kWh,"6,311W",
2014-05-03 18:25:00,2014-05-03,18:25,63.313kWh,4.462kWh/kW,1693,"1,692W",0.119kW/kW,27.0C,-,44.617kWh,"6,217W",
2014-05-03 18:20:00,2014-05-03,18:20,63.172kWh,4.452kWh/kW,1816,"1,812W",0.128kW/kW,27.0C,-,44.099kWh,"10,271W",
2014-05-03 18:15:00,2014-05-03,18:15,63.021kWh,4.441kWh/kW,2011,"2,016W",0.142kW/kW,27.4C,-,43.243kWh,"11,319W",
2014-05-03 18:10:00,2014-05-03,18:10,62.853kWh,4.429kWh/kW,2326,"2,328W",0.164kW/kW,27.6C,-,42.300kWh,"10,230W",
2014-05-03 18:05:00,2014-05-03,18:05,62.659kWh,4.416kWh/kW,2594,"2,592W",0.183kW/kW,27.6C,-,41.448kWh,"5,277W",
2014-05-03 18:00:00,2014-05-03,18:00,62.443kWh,4.400kWh/kW,2797,"2,796W",0.197kW/kW,27.8C,-,41.008kWh,"4,101W",
2014-05-03 17:55:00,2014-05-03,17:55,62.210kWh,4.384kWh/kW,3039,"3,036W",0.214kW/kW,28.3C,-,40.666kWh,"6,396W",
2014-05-03 17:50:00,2014-05-03,17:50,61.957kWh,4.366kWh/kW,3318,"3,312W",0.233kW/kW,28.3C,-,40.133kWh,"3,619W",
2014-05-03 17:45:00,2014-05-03,17:45,61.681kWh,4.347kWh/kW,3536,"3,540W",0.249kW/kW,28.3C,-,39.832kWh,"1,047W",
2014-05-03 17:40:00,2014-05-03,17:40,61.386kWh,4.326kWh/kW,3924,"3,924W",0.277kW/kW,28.3C,-,39.744kWh,"1,164W",
2014-05-03 17:35:00,2014-05-03,17:35,61.059kWh,4.303kWh/kW,3949,"3,948W",0.278kW/kW,27.6C,-,39.647kWh,"1,283W",
2014-05-03 17:30:00,2014-05-03,17:30,60.730kWh,4.280kWh/kW,3933,"3,936W",0.277kW/kW,25.8C,-,39.540kWh,"1,409W",
2014-05-03 17:25:00,2014-05-03,17:25,60.402kWh,4.257kWh/kW,3090,"3,084W",0.217kW/kW,25.8C,-,39.423kWh,"1,412W",
