datetime,Date,Time,Energy,Efficiency,Power,Average,Normalised,Temperature,Voltage,Energy Used,Power Used,
2014-05-23 23:55:00,2014-05-23,23:55,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,-,-,62.810kWh,"1,314W",
2014-05-23 23:50:00,2014-05-23,23:50,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,-,-,62.700kWh,"1,207W",
2014-05-23 23:45:00,2014-05-23,23:45,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,-,-,62.600kWh,"1,205W",
2014-05-23 23:40:00,2014-05-23,23:40,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,-,-,62.499kWh,"1,206W",
2014-05-23 23:35:00,2014-05-23,23:35,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,-,-,62.399kWh,"1,219W",
2014-05-23 23:30:00,2014-05-23,23:30,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,-,-,62.297kWh,"1,255W",
2014-05-23 23:25:00,2014-05-23,23:25,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,-,-,62.192kWh,"5,145W",
2014-05-23 23:20:00,2014-05-23,23:20,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,-,-,61.764kWh,"5,155W",
2014-05-23 23:15:00,2014-05-23,23:15,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,-,-,61.334kWh,"1,505W",
2014-05-23 23:10:00,2014-05-23,23:10,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,-,-,61.209kWh,"1,548W",
2014-05-23 23:05:00,2014-05-23,23:05,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,-,-,61.080kWh,"1,691W",
2014-05-23 23:00:00,2014-05-23,23:00,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.5C,-,60.939kWh,"1,661W",
2014-05-23 22:55:00,2014-05-23,22:55,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.4C,-,60.800kWh,"5,467W",
2014-05-23 22:50:00,2014-05-23,22:50,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.4C,-,60.345kWh,"5,570W",
2014-05-23 22:45:00,2014-05-23,22:45,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.3C,-,59.881kWh,"5,604W",
2014-05-23 22:40:00,2014-05-23,22:40,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.3C,-,59.414kWh,"5,604W",
2014-05-23 22:35:00,2014-05-23,22:35,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.3C,-,58.947kWh,"5,619W",
2014-05-23 22:30:00,2014-05-23,22:30,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.4C,-,58.478kWh,"1,933W",
2014-05-23 22:25:00,2014-05-23,22:25,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.4C,-,58.317kWh,"1,807W",
2014-05-23 22:20:00,2014-05-23,22:20,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.4C,-,58.167kWh,"1,885W",
2014-05-23 22:15:00,2014-05-23,22:15,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.5C,-,58.010kWh,"1,829W",
2014-05-23 22:10:00,2014-05-23,22:10,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.5C,-,57.857kWh,"1,611W",
2014-05-23 22:05:00,2014-05-23,22:05,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.4C,-,57.723kWh,"1,528W",
2014-05-23 22:00:00,2014-05-23,22:00,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.4C,-,57.596kWh,"1,232W",
2014-05-23 21:55:00,2014-05-23,21:55,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.4C,-,57.493kWh,"1,221W",
2014-05-23 21:50:00,2014-05-23,21:50,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.5C,-,57.391kWh,"1,227W",
2014-05-23 21:45:00,2014-05-23,21:45,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.6C,-,57.289kWh,"1,233W",
2014-05-23 21:40:00,2014-05-23,21:40,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.5C,-,57.186kWh,"1,348W",
2014-05-23 21:35:00,2014-05-23,21:35,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.5C,-,57.074kWh,"1,349W",
2014-05-23 21:30:00,2014-05-23,21:30,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.6C,-,56.961kWh,"1,339W",
2014-05-23 21:25:00,2014-05-23,21:25,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.7C,-,56.850kWh,"1,469W",
2014-05-23 21:20:00,2014-05-23,21:20,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.8C,-,56.727kWh,"1,375W",
2014-05-23 21:15:00,2014-05-23,21:15,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.8C,-,56.613kWh,"1,374W",
2014-05-23 21:10:00,2014-05-23,21:10,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.8C,-,56.498kWh,"1,376W",
2014-05-23 21:05:00,2014-05-23,21:05,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.9C,-,56.384kWh,"1,378W",
2014-05-23 21:00:00,2014-05-23,21:00,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,12.8C,-,56.269kWh,"1,383W",
2014-05-23 20:55:00,2014-05-23,20:55,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,13.2C,-,56.154kWh,"1,515W",
2014-05-23 20:50:00,2014-05-23,20:50,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,13.2C,-,56.027kWh,"1,599W",
2014-05-23 20:45:00,2014-05-23,20:45,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,13.2C,-,55.894kWh,"1,597W",
2014-05-23 20:40:00,2014-05-23,20:40,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,13.2C,-,55.761kWh,"1,598W",
2014-05-23 20:35:00,2014-05-23,20:35,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,13.2C,-,55.628kWh,"1,596W",
2014-05-23 20:30:00,2014-05-23,20:30,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,13.2C,-,55.495kWh,"1,598W",
2014-05-23 20:25:00,2014-05-23,20:25,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,13.3C,-,55.362kWh,"1,512W",
2014-05-23 20:20:00,2014-05-23,20:20,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,13.4C,-,55.236kWh,"1,573W",
2014-05-23 20:15:00,2014-05-23,20:15,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,13.5C,-,55.105kWh,"1,547W",
2014-05-23 20:10:00,2014-05-23,20:10,59.194kWh,4.172kWh/kW,0,0W,0.000kW/kW,13.7C,-,54.976kWh,"1,549W",
2014-05-23 20:05:00,2014-05-23,20:05,59.194kWh,4.172kWh/kW,5,0W,0.000kW/kW,13.9C,-,54.847kWh,"1,516W",
2014-05-23 20:00:00,2014-05-23,20:00,59.194kWh,4.172kWh/kW,20,24W,0.002kW/kW,14.2C,-,54.720kWh,"1,401W",
2014-05-23 19:55:00,2014-05-23,19:55,59.192kWh,4.171kWh/kW,37,36W,0.003kW/kW,14.3C,-,54.603kWh,"1,264W",
2014-05-23 19:50:00,2014-05-23,19:50,59.189kWh,4.171kWh/kW,52,48W,0.003kW/kW,14.3C,-,54.498kWh,"1,280W",
