datetime,Date,Time,Energy,Efficiency,Power,Average,Normalised,Temperature,Voltage,Energy Used,Power Used,
2014-06-07 23:55:00,2014-06-07,23:55,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,-,-,65.193kWh,"4,881W",
2014-06-07 23:50:00,2014-06-07,23:50,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,-,-,64.786kWh,"5,009W",
2014-06-07 23:45:00,2014-06-07,23:45,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,-,-,64.369kWh,"5,021W",
2014-06-07 23:40:00,2014-06-07,23:40,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,-,-,63.951kWh,"3,520W",
2014-06-07 23:35:00,2014-06-07,23:35,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,-,-,63.657kWh,"6,393W",
2014-06-07 23:30:00,2014-06-07,23:30,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,-,-,63.124kWh,"4,504W",
2014-06-07 23:25:00,2014-06-07,23:25,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,-,-,62.749kWh,"4,603W",
2014-06-07 23:20:00,2014-06-07,23:20,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,-,-,62.365kWh,"8,203W",
2014-06-07 23:15:00,2014-06-07,23:15,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,-,-,61.682kWh,"6,695W",
2014-06-07 23:10:00,2014-06-07,23:10,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,-,-,61.124kWh,"1,640W",
2014-06-07 23:05:00,2014-06-07,23:05,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,-,-,60.987kWh,"1,673W",
2014-06-07 23:00:00,2014-06-07,23:00,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.0C,-,60.848kWh,"1,619W",
2014-06-07 22:55:00,2014-06-07,22:55,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.0C,-,60.713kWh,"1,679W",
2014-06-07 22:50:00,2014-06-07,22:50,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.0C,-,60.573kWh,"1,643W",
2014-06-07 22:45:00,2014-06-07,22:45,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.0C,-,60.436kWh,"1,524W",
2014-06-07 22:40:00,2014-06-07,22:40,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.0C,-,60.309kWh,"1,494W",
2014-06-07 22:35:00,2014-06-07,22:35,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.0C,-,60.185kWh,"1,539W",
2014-06-07 22:30:00,2014-06-07,22:30,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.0C,-,60.056kWh,"1,499W",
2014-06-07 22:25:00,2014-06-07,22:25,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.0C,-,59.932kWh,"1,529W",
2014-06-07 22:20:00,2014-06-07,22:20,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.0C,-,59.804kWh,"1,612W",
2014-06-07 22:15:00,2014-06-07,22:15,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.1C,-,59.670kWh,"1,463W",
2014-06-07 22:10:00,2014-06-07,22:10,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.1C,-,59.548kWh,"1,466W",
2014-06-07 22:05:00,2014-06-07,22:05,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.2C,-,59.426kWh,"1,577W",
2014-06-07 22:00:00,2014-06-07,22:00,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.3C,-,59.294kWh,"1,605W",
2014-06-07 21:55:00,2014-06-07,21:55,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.3C,-,59.161kWh,"1,598W",
2014-06-07 21:50:00,2014-06-07,21:50,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.3C,-,59.027kWh,"1,565W",
2014-06-07 21:45:00,2014-06-07,21:45,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.4C,-,58.897kWh,"1,526W",
2014-06-07 21:40:00,2014-06-07,21:40,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.4C,-,58.770kWh,"1,414W",
2014-06-07 21:35:00,2014-06-07,21:35,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.5C,-,58.652kWh,"1,373W",
2014-06-07 21:30:00,2014-06-07,21:30,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.5C,-,58.538kWh,"1,441W",
2014-06-07 21:25:00,2014-06-07,21:25,47.126kWh,3.321kWh/kW,0,0W,0.000kW/kW,11.7C,-,58.417kWh,"1,437W",
