datetime,Date,Time,Energy,Efficiency,Power,Average,Normalised,Temperature,Voltage,Energy Used,Power Used,
2014-08-26 23:55:00,2014-08-26,23:55,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,-,-,61.298kWh,"4,398W",
2014-08-26 23:50:00,2014-08-26,23:50,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,-,-,60.932kWh,"1,792W",
2014-08-26 23:45:00,2014-08-26,23:45,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,-,-,60.783kWh,"1,774W",
2014-08-26 23:40:00,2014-08-26,23:40,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,-,-,60.635kWh,"1,774W",
2014-08-26 23:35:00,2014-08-26,23:35,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,-,-,60.487kWh,"1,681W",
2014-08-26 23:30:00,2014-08-26,23:30,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,-,-,60.347kWh,"1,675W",
2014-08-26 23:25:00,2014-08-26,23:25,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,-,-,60.207kWh,"1,926W",
2014-08-26 23:20:00,2014-08-26,23:20,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,-,-,60.047kWh,"3,708W",
2014-08-26 23:15:00,2014-08-26,23:15,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,-,-,59.738kWh,"3,706W",
2014-08-26 23:10:00,2014-08-26,23:10,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,-,-,59.429kWh,"3,797W",
2014-08-26 23:05:00,2014-08-26,23:05,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,-,-,59.113kWh,"1,342W",
2014-08-26 23:00:00,2014-08-26,23:00,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,17.8C,-,59.001kWh,"5,237W",
2014-08-26 22:55:00,2014-08-26,22:55,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,17.8C,-,58.564kWh,"5,247W",
2014-08-26 22:50:00,2014-08-26,22:50,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,17.8C,-,58.127kWh,"5,440W",
2014-08-26 22:45:00,2014-08-26,22:45,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,17.8C,-,57.674kWh,"5,343W",
2014-08-26 22:40:00,2014-08-26,22:40,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,17.8C,-,57.228kWh,"5,432W",
2014-08-26 22:35:00,2014-08-26,22:35,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,17.9C,-,56.776kWh,"5,446W",
2014-08-26 22:30:00,2014-08-26,22:30,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,17.8C,-,56.322kWh,"5,505W",
2014-08-26 22:25:00,2014-08-26,22:25,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,17.8C,-,55.863kWh,"5,538W",
2014-08-26 22:20:00,2014-08-26,22:20,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,17.8C,-,55.402kWh,"2,489W",
2014-08-26 22:15:00,2014-08-26,22:15,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,17.7C,-,55.194kWh,"1,860W",
2014-08-26 22:10:00,2014-08-26,22:10,51.867kWh,3.655kWh/kW,0,0W,0.000kW/kW,17.7C,-,55.039kWh,"5,647W",
