datetime,Date,Time,Energy,Efficiency,Power,Average,Normalised,Temperature,Voltage,Energy Used,Power Used,
2014-06-08 23:55:00,2014-06-08,23:55,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,-,-,58.516kWh,"6,784W",
2014-06-08 23:50:00,2014-06-08,23:50,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,-,-,57.950kWh,"5,143W",
2014-06-08 23:45:00,2014-06-08,23:45,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,-,-,57.522kWh,"5,381W",
2014-06-08 23:40:00,2014-06-08,23:40,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,-,-,57.073kWh,"5,385W",
2014-06-08 23:35:00,2014-06-08,23:35,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,-,-,56.625kWh,"5,424W",
2014-06-08 23:30:00,2014-06-08,23:30,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,-,-,56.173kWh,"5,390W",
2014-06-08 23:25:00,2014-06-08,23:25,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,-,-,55.723kWh,"5,380W",
2014-06-08 23:20:00,2014-06-08,23:20,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,-,-,55.275kWh,"5,479W",
2014-06-08 23:15:00,2014-06-08,23:15,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,-,-,54.819kWh,"1,720W",
2014-06-08 23:10:00,2014-06-08,23:10,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,-,-,54.675kWh,"5,499W",
2014-06-08 23:05:00,2014-06-08,23:05,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,-,-,54.217kWh,"5,518W",
2014-06-08 23:00:00,2014-06-08,23:00,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.6C,-,53.757kWh,"5,283W",
2014-06-08 22:55:00,2014-06-08,22:55,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.6C,-,53.317kWh,"1,383W",
2014-06-08 22:50:00,2014-06-08,22:50,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.6C,-,53.202kWh,"1,384W",
2014-06-08 22:45:00,2014-06-08,22:45,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.6C,-,53.086kWh,"1,392W",
2014-06-08 22:40:00,2014-06-08,22:40,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.5C,-,52.970kWh,"1,530W",
2014-06-08 22:35:00,2014-06-08,22:35,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.5C,-,52.843kWh,"5,740W",
2014-06-08 22:30:00,2014-06-08,22:30,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.6C,-,52.364kWh,"5,791W",
2014-06-08 22:25:00,2014-06-08,22:25,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.5C,-,51.882kWh,"5,719W",
2014-06-08 22:20:00,2014-06-08,22:20,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.5C,-,51.405kWh,"4,558W",
2014-06-08 22:15:00,2014-06-08,22:15,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.4C,-,51.025kWh,"4,524W",
2014-06-08 22:10:00,2014-06-08,22:10,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.3C,-,50.648kWh,"4,547W",
2014-06-08 22:05:00,2014-06-08,22:05,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.3C,-,50.270kWh,"4,640W",
2014-06-08 22:00:00,2014-06-08,22:00,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.5C,-,49.883kWh,"4,674W",
2014-06-08 21:55:00,2014-06-08,21:55,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.3C,-,49.493kWh,"4,718W",
2014-06-08 21:50:00,2014-06-08,21:50,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.3C,-,49.100kWh,"4,729W",
2014-06-08 21:45:00,2014-06-08,21:45,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.4C,-,48.706kWh,"1,691W",
2014-06-08 21:40:00,2014-06-08,21:40,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.4C,-,48.565kWh,"1,697W",
2014-06-08 21:35:00,2014-06-08,21:35,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.5C,-,48.424kWh,"1,703W",
2014-06-08 21:30:00,2014-06-08,21:30,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.3C,-,48.282kWh,"1,647W",
2014-06-08 21:25:00,2014-06-08,21:25,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.2C,-,48.145kWh,"1,495W",
2014-06-08 21:20:00,2014-06-08,21:20,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.3C,-,48.020kWh,"1,869W",
2014-06-08 21:15:00,2014-06-08,21:15,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.5C,-,47.864kWh,"1,850W",
2014-06-08 21:10:00,2014-06-08,21:10,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.6C,-,47.710kWh,"1,844W",
2014-06-08 21:05:00,2014-06-08,21:05,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.6C,-,47.556kWh,"1,854W",
2014-06-08 21:00:00,2014-06-08,21:00,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.7C,-,47.402kWh,"2,038W",
2014-06-08 20:55:00,2014-06-08,20:55,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.9C,-,47.232kWh,"1,949W",
2014-06-08 20:50:00,2014-06-08,20:50,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,7.9C,-,47.070kWh,"1,947W",
2014-06-08 20:45:00,2014-06-08,20:45,27.067kWh,1.907kWh/kW,0,0W,0.000kW/kW,8.1C,-,46.907kWh,"1,960W",
