0,2014,272,0,0,142.607,-0.015329,-0.509199,-0.193442,-99999,0.658367,-0.001999,0.000000,1.57054,0.223219,0.406114,-0.002,0,0,0,-0.002,0,0.315,0.005,-0.001,0,0.014741,0.192677,0.108013,-0.069488,-0.180800,0.239834,0.006,-0.001,0.000008,3.12713,3.22550,22.48,43.87,0.875656,0.977,-0.138049,-0.297903,0.38,0.367019,365.389,365.066,381.107,-16.9869,-14.3278,1.03831,2.05759,0.101952,0.066506,-99999,-0.001,2.288,355.7,2.95,-0.195821,0.705077,286.205,286.293,286.161,285.837,285.912,23.59,12.45,79.77,24.78,39.81,39.81,40.66,39.68,25.11,24.68,46.67,1,13.03,2.683,-0.181674,-0.001309,0.005237,-0.009269,-0.006858,-0.010892,0.002785,-0.007274,-0.002656,-0.011772,-0.004084,0,0,0.712696,379.898,2.62659,0,0,0,284.907,-0.539923,364.832,-11.3550,-0.241,0,2.794,818.513,-0.772959,0,-0.381976,-0.489676,0,-0.793745,0,-0.667236,0,-0.133283,0,0,0,0,0.024382,16.32,13.59,19.55,12.39,82.4,0.777,37.36,1.45,0,194.9,12.09,81.6,-2.176,0,0,13.44,12.35,0.043,0,0,2.696,334.2,2.957,340.1,0,3,3.412,-0.3,0,-15.616,-16.054,-15.718,-14.832,0,0,0,0,0,0,1019.79,9.479,10.669,12.39,11.884,-1,-1,0,0,142.61342,3.65118,-1,67.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875656
0,2014,272,1,0,142.594,-0.018395,-0.533339,-0.170761,-99999,0.648501,-0.000000,-0.013387,1.48188,0.205121,0.418059,-0.001,0,0,0,-0.002,0,0.315,0.005,-0.001,0,0.054049,0.253233,0.302435,-0.063356,-0.180800,0.297996,0.007,-0.001,0.000004,3.29150,3.51410,22.55,43.66,0.908368,0.977,-0.142363,-0.302000,0.433,0.400010,365.073,364.719,381.002,-17.2122,-14.6430,0.943502,2.15320,0.171770,0.075503,-99999,-0.001,1.663,355.1,2.2,-0.195821,0.705077,286.200,286.286,286.157,285.830,285.906,23.6,12.45,80,24.81,39.82,39.81,40.67,39.69,25.12,24.8,46.65,1,13.03,2.925,-0.211952,-0.001090,0.005819,-0.008978,-0.007149,-0.010875,0.002577,-0.006942,-0.002573,-0.011921,-0.004151,0,0,0.712697,379.820,2.55966,0,0,0,284.906,-0.371751,364.434,-11.7310,-0.244,0,0,818.463,-0.772959,0,-0.216118,-0.417131,0,-0.75304,0,-0.582508,0,-0.066642,0,0,0,0,0.026219,16.32,13.59,19.58,12.4,82.3,0.715,11.12,1.7,0,195,12.09,81.4,-2.183,0,0,13.44,12.35,0.057,0,0,3.063,334.8,3.412,337.3,0,3.76,3.791,-0.3,0,-15.757,-16.347,-15.929,-15.101,0,0,0,0,0,0,1019.74,9.471,10.671,12.4,12.331,-1,-1,0,0,142.60075,4.06204,-1,67.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908368
0,2014,272,2,0,142.580,-0.009197,-0.535531,-0.119338,-99999,0.719072,0.003998,-0.008925,1.51002,0.247351,0.370281,0,0,0,0,-0.002,0,0.315,0.005,-0.001,0,0.073704,0.341314,0.259230,-0.036787,-0.173106,0.325995,0.01,-0.001,0,3.70653,3.56425,22.6,43.51,0.951892,0.826,-0.135172,-0.300977,0.281,0.391762,364.293,364.029,380.790,-17.9055,-15.3009,0.762925,2.16650,0.193431,0.166772,-99999,-0.001,2.188,355.2,3.2,-0.207340,0.664084,286.195,286.279,286.155,285.825,285.901,23.61,12.46,80.2,24.83,39.83,39.81,40.67,39.68,25.12,24.67,46.65,1,13.03,2.682,-0.272510,-0.001963,0.005362,-0.009311,-0.007233,-0.010908,0.003159,-0.007149,-0.002690,-0.011805,-0.004201,0,0,0.712697,379.659,2.40732,0.017466,0,0,284.905,-0.407155,363.722,-12.4153,-0.27,0,0,818.439,-0.772959,0,-0.110572,-0.371791,0,-0.732688,0,-0.550735,0,-0.011107,0,0,0,0,0.024549,16.32,13.59,19.6,12.42,82.6,1.38,10.24,2.2,0,194.9,12.08,81.5,-2.176,0,0,13.44,12.35,0.115,0,0,2.443,325.5,3.147,330.8,0,3,3.412,-0.3,0,-16.321,-16.878,-16.497,-15.630,0,0,0,0,0,0,1019.71,9.545,10.715,12.42,11.960,-1,-1,0,0,142.58672,4.47266,-1,67.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951892
0,2014,272,3,0,142.564,-0.027592,-0.510564,-0.039056,-99999,0.725539,-0.001999,-0.004462,1.45092,0.241317,0.334446,0,0,0,0,-0.001,0,0.315,0.005,-0.001,0,0.103185,0.352323,0.064807,-0.081750,-0.169259,0.432497,0.008,-0.001,0.000008,3.50107,3.80926,22.66,43.36,1.03685,0.674,-0.158180,-0.293209,0.187,0.383513,363.013,362.779,380.708,-19.1882,-16.4694,0.699722,2.26562,0.299846,0.278919,-99999,-0.001,2.325,355.2,2.95,-0.207340,0.643586,286.181,286.273,286.148,285.818,285.896,23.61,12.46,80.2,24.81,39.82,39.81,40.67,39.68,25.12,24.8,46.65,1,13.03,2.681,-0.242230,-0.001527,0.005237,-0.009394,-0.007066,-0.011008,0.002868,-0.006983,-0.002789,-0.011921,-0.004234,0,0,0.712697,379.571,2.32424,0.017466,0,0,284.905,-0.442560,362.340,-13.7464,-0.292,0,0,818.439,-0.772959,0,-0.030156,-0.398995,0,-0.681806,0,-0.582508,0,-0.044428,0,0,0,0,0.022879,16.31,13.59,19.61,12.4,82.6,0.855,32.7,2.2,0,194.4,12.09,82,-2.178,0,0,13.42,12.35,0.086,0,0,2.493,332,3.02,337.8,0,3,3.412,-0.3,0,-17.413,-18.015,-17.695,-16.792,0,0,0,0,0,0,1019.71,9.525,10.695,12.4,11.873,-1,-1,0,0,142.57131,4.88300,-1,67.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03685
0,2014,272,4,0,142.547,-0.015329,-0.493271,0.065682,-99999,0.741037,0,0.013387,1.44670,0.199086,0.382223,-0.002,0,0,0,-0.002,0,0.315,0.005,-0.001,0,0.137579,0.390857,0.151217,-0.085838,-0.200033,0.516444,0.006,-0.001,0.000008,3.64080,3.59878,22.71,43.22,1.14987,0.593,-0.150990,-0.284580,0.064,0.391760,361.286,361.054,380.332,-20.7786,-18.0955,0.320520,2.41508,0.404828,0.414485,-99999,-0.001,2.15,2.823,3.2,-0.218858,0.651783,286.173,286.265,286.140,285.807,285.888,23.62,12.45,80.1,24.78,39.81,39.82,40.67,39.68,25.11,24.68,46.67,1,13.03,2.682,-0.242231,-0.002617,0.005196,-0.009768,-0.007025,-0.011174,0.002536,-0.007274,-0.002939,-0.012203,-0.004300,0,0,0.712697,379.193,2.07962,0,0,0,284.881,-0.522221,360.294,-15.6015,-0.317,0,0,818.433,-0.772959,0,-0.005026,-0.371791,0,-0.630925,0,-0.593099,0,-0.066642,0,0,0,0,0.024132,16.3,13.59,19.62,12.38,82.5,1.713,25.25,2.2,0,194.8,12.07,82.1,-2.169,0,0,13.41,12.35,0.068,0,0,2.81,340.1,3.222,343,0,3.38,3.791,-0.3,0,-18.641,-19.345,-19.046,-18.139,0,0,0,0,0,0,1019.71,9.487,10.667,12.209,11.973,-1,-1,0,0,142.55452,5.29305,-1,67.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14987
0,2014,272,5,0,142.530,-0.009197,-0.494844,0.089117,-99999,0.768935,0.000000,-0.017850,1.34115,0.217186,0.388196,0,0,0,0,-0.001,0,0.315,0.005,-0.001,0,0.108098,0.440403,0.129615,-0.132844,-0.211574,0.502587,0.006,-0.001,0,3.47233,3.51491,22.75,43.13,1.13982,0.407,-0.182627,-0.286411,-0.07,0.379389,360.545,360.235,380.058,-21.5067,-18.8290,0.085773,2.44439,0.397496,0.441150,-99999,-0.001,2.463,2.798,2.95,-0.218858,0.664081,286.162,286.258,286.129,285.798,285.88,23.63,12.44,80.2,24.79,39.81,39.82,40.67,39.68,25.11,24.79,46.69,1,13.03,2.682,-0.232139,-0.003053,0.004905,-0.010267,-0.007108,-0.011406,0.002619,-0.007814,-0.003437,-0.012552,-0.004383,0,0,0.712697,378.827,1.86035,0,0,0,284.855,-0.610733,359.223,-16.5014,-0.31,0,0,818.416,-0.772959,0,-0.030156,-0.471540,0,-0.691983,0,-0.720191,0,-0.155497,0,0,0,0,0.023714,16.3,13.59,19.62,12.37,82.4,2.088,20,2.45,0,194.4,12.06,82.1,-2.174,0,0,13.41,12.35,0.113,0,0,2.747,347.4,3.437,350.7,0,3.38,4.17,-0.3,0,-19.116,-19.800,-19.513,-18.592,0,0,0,0,0,0,1019.69,9.460,10.650,11.921,11.766,-1,-1,0,0,142.53637,5.70278,-1,67.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13982
0,2014,272,6,0,142.510,-0.015329,-0.534722,0.017707,-99999,0.755868,0.003998,-0.013387,1.31582,0.211152,0.328473,-0.001,0,0,0,-0.001,0,0.315,0.005,-0.001,0,0.103184,0.456918,0.216024,-0.155326,-0.246194,0.460553,0.008,-0.001,-0.000004,3.68189,3.93753,22.79,42.57,1.06426,0.174,-0.171123,-0.288362,-0.234,0.329903,360.685,360.391,379.839,-21.3464,-18.6285,-0.076744,2.39732,0.355044,0.398628,-99999,-0.001,2.188,8.79,3.7,-0.236136,0.610790,286.152,286.250,286.119,285.787,285.870,23.63,12.42,80.4,24.77,39.8,39.8,40.66,39.68,25.11,24.71,46.68,1,13.03,2.681,-0.282604,-0.002399,0.004655,-0.010433,-0.007523,-0.011871,0.002536,-0.008064,-0.003902,-0.012735,-0.004383,0,0,0.677062,378.693,1.79109,0,0,0,284.844,-0.699245,359.343,-16.3259,-0.308,0,0,818.433,-0.772959,0,-0.150780,-0.607561,0,-0.773393,0,-0.804920,0,-0.477598,0,0,0,0,0.023714,16.3,13.59,19.63,12.34,82.1,2.113,20.49,2.7,0,194.7,12.04,81.3,-2.179,0,0,13.41,12.35,0.076,0,0,3.089,341.3,3.551,347.1,0,3.38,4.549,-0.3,0,-18.799,-19.514,-19.154,-18.302,0,0,0,0,0,0,1019.71,9.376,10.576,11.869,11.913,-1,-1,0,0,142.51685,6.11216,-1,67.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06426
0,2014,272,7,0,142.489,-0.042921,-0.488537,-0.070271,-99999,0.697669,0.000000,0.004463,1.42277,0.162888,0.3225,-0.001,0,0,0,-0.001,0,0.315,0.005,-0.001,0,0.078617,0.418382,0.151216,-0.141019,-0.257734,0.395232,0.008,-0.001,0,3.43945,3.58068,22.75,40.98,0.968971,0.349,-0.172561,-0.291569,-0.082,0.301036,361.570,361.253,379.890,-20.4320,-17.7460,0.045144,2.22647,0.234983,0.2904,-99999,-0.001,2.888,4.134,3.7,-0.218857,0.631285,286.145,286.240,286.109,285.778,285.859,23.64,12.4,80.1,24.81,39.82,39.8,40.66,39.68,25.11,24.76,46.65,1,13.03,2.682,-0.262418,-0.002399,0.003949,-0.010641,-0.006942,-0.012021,0.002161,-0.008064,-0.004068,-0.012834,-0.004333,0,0,0.677063,378.764,1.87185,0,0,0,284.841,-0.725800,360.297,-15.3932,-0.307,0,0,818.436,-0.772960,0,-0.251301,-0.680106,0,-0.793746,0,-0.836694,0,-0.621989,0,0,0,0,0.023965,16.3,13.59,19.63,12.34,82.1,1.738,20.09,2.45,0,194.7,12.03,81.3,-2.179,0,0,13.41,12.35,0.111,0,0,2.506,351,3.185,356.8,0,3.38,3.791,-0.3,0,-18.085,-18.677,-18.320,-17.511,0,0,0,0,0,0,1019.71,9.376,10.576,12.143,11.483,-1,-1,0,0,142.49597,6.52117,-1,67.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968971
0,2014,272,8,0,142.466,-0.027592,-0.498889,-0.174120,-99999,0.614328,-0.007996,0.008925,1.38900,0.144790,0.256805,-0.001,0,0,0,0,0,0.315,0.005,-0.001,0,0.054049,0.418381,0.129614,-0.106275,-0.250041,0.296584,0.007,-0.001,-0.000004,3.16823,3.35374,22.6,40.06,0.856891,0.424,-0.155304,-0.284022,0.006,0.321655,362.868,362.514,379.981,-19.1319,-16.4969,0.194117,2.12861,0.187609,0.157771,-99999,-0.001,1.988,11.73,2.7,-0.184301,0.618987,286.139,286.232,286.103,285.769,285.850,23.64,12.39,79.99,24.78,39.81,39.82,40.66,39.67,25.12,24.73,46.64,1,13.03,2.682,-0.262417,-0.003490,0.004157,-0.010101,-0.006942,-0.012054,0.001621,-0.008105,-0.004118,-0.012801,-0.004151,0,0,0.650337,378.824,1.98494,0,0,0,284.830,-0.708097,361.737,-13.9493,-0.296,0,0,818.433,-0.772960,0,-0.276431,-0.725447,0,-0.803922,0,-0.836694,0,-0.821914,0,0,0,0,0.021710,16.29,13.59,19.63,12.3,82,1.575,19.17,2.45,0,194.7,12.03,81.5,-2.174,0,0,13.41,12.35,0.091,0,0,1.987,357.9,2.54,0.897,0,2.62,3.033,-0.3,0,-16.925,-17.459,-17.113,-16.310,0,0,0,0,0,0,1019.71,9.319,10.519,12.233,12.014,-1,-1,0,0,142.47372,6.92979,-1,67.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856891
0,2014,272,9,0,142.442,-0.036789,-0.501743,-0.267131,-99999,0.590192,0.005997,-0.008925,1.33271,0.223218,0.316528,-0.001,0,0,0,-0.002,0,0.315,0.005,-0.001,0,0.029481,0.379847,0.280831,-0.163499,-0.253888,0.210080,0.008,-0.001,-0.000012,3.11892,3.26164,22.4,39.53,0.778063,0.453,-0.155304,-0.296322,-0.023,0.354645,364.133,363.781,380.155,-17.8751,-15.2306,0.410805,2.04900,0.025853,0.020136,-99999,0,1.563,21.77,2.2,-0.230376,0.647683,286.133,286.225,286.094,285.761,285.841,23.65,12.38,80.1,24.84,39.84,39.82,40.67,39.68,25.11,24.73,46.63,1,13.03,2.682,-0.363345,-0.002181,0.004489,-0.010350,-0.006858,-0.012021,0.001746,-0.008064,-0.003935,-0.012834,-0.004151,0,0,0.579067,379.011,2.20191,0,0,0,284.823,-0.716949,363.133,-12.5657,-0.294,0,0,818.409,-0.772960,0,-0.336743,-0.725447,0,-0.814099,0,-0.815512,0,-0.733058,0,0,0,0,0.025050,16.28,13.59,19.64,12.31,82.6,1.55,20.95,2.2,0,194.4,12.05,82.1,-2.169,0,0,13.4,12.35,0.095,0,0,1.835,1.504,2.414,8.48,0,2.24,2.654,-0.3,0,-15.996,-16.311,-16.022,-15.230,0,0,0,0,0,0,1019.68,9.437,10.617,12.266,12.335,-1,-1,0,0,142.45011,7.33798,-1,67.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778063
